Event_name	Image_id	Image	Label
hurricane_irma	909806996878061568_0	data_image/hurricane_irma/18_9_2017/909806996878061568_0.jpg	little_or_no_damage
hurricane_harvey	908031796092252162_0	data_image/hurricane_harvey/13_9_2017/908031796092252162_0.jpg	severe_damage
srilanka_floods	870176000109182977_1	data_image/srilanka_floods/1_6_2017/870176000109182977_1.jpg	mild_damage
hurricane_irma	909824644420694018_0	data_image/hurricane_irma/18_9_2017/909824644420694018_0.jpg	severe_damage
california_wildfires	917975647116513280_0	data_image/california_wildfires/11_10_2017/917975647116513280_0.jpg	severe_damage
hurricane_harvey	905276630486196224_0	data_image/hurricane_harvey/6_9_2017/905276630486196224_0.jpg	mild_damage
hurricane_maria	923357285497401344_0	data_image/hurricane_maria/26_10_2017/923357285497401344_0.jpg	mild_damage
hurricane_irma	910147498873950208_0	data_image/hurricane_irma/19_9_2017/910147498873950208_0.jpg	mild_damage
srilanka_floods	870013706935119872_0	data_image/srilanka_floods/31_5_2017/870013706935119872_0.jpg	mild_damage
hurricane_irma	910168623175557120_0	data_image/hurricane_irma/19_9_2017/910168623175557120_0.jpg	little_or_no_damage
iraq_iran_earthquake	930379264201027584_0	data_image/iraq_iran_earthquake/14_11_2017/930379264201027584_0.jpg	severe_damage
hurricane_maria	911784420734115840_1	data_image/hurricane_maria/24_9_2017/911784420734115840_1.jpg	mild_damage
hurricane_harvey	906042646736510976_0	data_image/hurricane_harvey/8_9_2017/906042646736510976_0.jpg	severe_damage
hurricane_irma	910154313422516226_0	data_image/hurricane_irma/19_9_2017/910154313422516226_0.jpg	severe_damage
hurricane_harvey	907307308211982336_0	data_image/hurricane_harvey/11_9_2017/907307308211982336_0.jpg	little_or_no_damage
hurricane_harvey	907215000233635840_0	data_image/hurricane_harvey/11_9_2017/907215000233635840_0.jpg	severe_damage
hurricane_harvey	906919855475097600_1	data_image/hurricane_harvey/10_9_2017/906919855475097600_1.jpg	mild_damage
hurricane_irma	910170472658083840_0	data_image/hurricane_irma/19_9_2017/910170472658083840_0.jpg	mild_damage
hurricane_harvey	905400874880704512_0	data_image/hurricane_harvey/6_9_2017/905400874880704512_0.jpg	mild_damage
iraq_iran_earthquake	930932169798713345_0	data_image/iraq_iran_earthquake/15_11_2017/930932169798713345_0.jpg	severe_damage
mexico_earthquake	910694845949366272_0	data_image/mexico_earthquake/21_9_2017/910694845949366272_0.jpg	severe_damage
california_wildfires	917869210499399680_0	data_image/california_wildfires/10_10_2017/917869210499399680_0.jpg	severe_damage
hurricane_maria	922925964681666560_0	data_image/hurricane_maria/24_10_2017/922925964681666560_0.jpg	severe_damage
hurricane_harvey	906207349261651973_0	data_image/hurricane_harvey/8_9_2017/906207349261651973_0.jpg	severe_damage
california_wildfires	919935983314984960_1	data_image/california_wildfires/16_10_2017/919935983314984960_1.jpg	severe_damage
hurricane_irma	910122015993995264_3	data_image/hurricane_irma/19_9_2017/910122015993995264_3.jpg	little_or_no_damage
hurricane_harvey	906984251538776071_0	data_image/hurricane_harvey/10_9_2017/906984251538776071_0.jpg	little_or_no_damage
hurricane_maria	913070687501344768_0	data_image/hurricane_maria/27_9_2017/913070687501344768_0.jpg	severe_damage
hurricane_harvey	906187513101860864_0	data_image/hurricane_harvey/8_9_2017/906187513101860864_0.jpg	severe_damage
iraq_iran_earthquake	930193943408586752_3	data_image/iraq_iran_earthquake/13_11_2017/930193943408586752_3.jpg	severe_damage
hurricane_irma	905664172809117697_0	data_image/hurricane_irma/7_9_2017/905664172809117697_0.jpg	little_or_no_damage
hurricane_harvey	904288462441897984_0	data_image/hurricane_harvey/3_9_2017/904288462441897984_0.jpg	severe_damage
hurricane_irma	910262796935450624_0	data_image/hurricane_irma/19_9_2017/910262796935450624_0.jpg	severe_damage
hurricane_harvey	904993803911790592_0	data_image/hurricane_harvey/5_9_2017/904993803911790592_0.jpg	mild_damage
hurricane_irma	909434397077753861_1	data_image/hurricane_irma/17_9_2017/909434397077753861_1.jpg	mild_damage
hurricane_irma	909719418887909376_0	data_image/hurricane_irma/18_9_2017/909719418887909376_0.jpg	severe_damage
hurricane_harvey	904393848356569088_0	data_image/hurricane_harvey/3_9_2017/904393848356569088_0.jpg	severe_damage
hurricane_harvey	904710459814690816_0	data_image/hurricane_harvey/4_9_2017/904710459814690816_0.jpg	severe_damage
hurricane_irma	909455492438564864_0	data_image/hurricane_irma/17_9_2017/909455492438564864_0.jpg	severe_damage
hurricane_maria	911575707024859136_3	data_image/hurricane_maria/23_9_2017/911575707024859136_3.jpg	severe_damage
hurricane_harvey	906234333555433473_0	data_image/hurricane_harvey/8_9_2017/906234333555433473_0.jpg	severe_damage
hurricane_irma	905630591437197313_0	data_image/hurricane_irma/7_9_2017/905630591437197313_0.jpg	little_or_no_damage
hurricane_irma	909920437479624704_0	data_image/hurricane_irma/18_9_2017/909920437479624704_0.jpg	severe_damage
mexico_earthquake	910694845949366272_1	data_image/mexico_earthquake/21_9_2017/910694845949366272_1.jpg	severe_damage
hurricane_irma	909779011320078339_0	data_image/hurricane_irma/18_9_2017/909779011320078339_0.jpg	severe_damage
hurricane_irma	909839453010702338_0	data_image/hurricane_irma/18_9_2017/909839453010702338_0.jpg	little_or_no_damage
hurricane_maria	914453846470119424_0	data_image/hurricane_maria/1_10_2017/914453846470119424_0.jpg	severe_damage
california_wildfires	920048735400456193_0	data_image/california_wildfires/16_10_2017/920048735400456193_0.jpg	severe_damage
hurricane_irma	909754364989923328_0	data_image/hurricane_irma/18_9_2017/909754364989923328_0.jpg	little_or_no_damage
hurricane_maria	929059311501881344_0	data_image/hurricane_maria/10_11_2017/929059311501881344_0.jpg	mild_damage
california_wildfires	920349606717792256_0	data_image/california_wildfires/17_10_2017/920349606717792256_0.jpg	little_or_no_damage
hurricane_harvey	907288972459732992_0	data_image/hurricane_harvey/11_9_2017/907288972459732992_0.jpg	severe_damage
hurricane_maria	911584878172540929_1	data_image/hurricane_maria/23_9_2017/911584878172540929_1.jpg	severe_damage
iraq_iran_earthquake	930496652506533892_0	data_image/iraq_iran_earthquake/14_11_2017/930496652506533892_0.jpg	severe_damage
mexico_earthquake	910706631800889344_0	data_image/mexico_earthquake/21_9_2017/910706631800889344_0.jpg	severe_damage
hurricane_harvey	905215758917144584_0	data_image/hurricane_harvey/5_9_2017/905215758917144584_0.jpg	little_or_no_damage
hurricane_maria	911546967473442816_0	data_image/hurricane_maria/23_9_2017/911546967473442816_0.jpg	mild_damage
hurricane_irma	910180940801904641_0	data_image/hurricane_irma/19_9_2017/910180940801904641_0.jpg	severe_damage
hurricane_irma	905642249706340352_0	data_image/hurricane_irma/7_9_2017/905642249706340352_0.jpg	little_or_no_damage
hurricane_harvey	905556047984824322_3	data_image/hurricane_harvey/6_9_2017/905556047984824322_3.jpg	severe_damage
hurricane_harvey	907786118225121280_0	data_image/hurricane_harvey/13_9_2017/907786118225121280_0.jpg	mild_damage
hurricane_maria	915282034628730884_2	data_image/hurricane_maria/3_10_2017/915282034628730884_2.jpg	mild_damage
hurricane_harvey	910261798569472003_0	data_image/hurricane_harvey/19_9_2017/910261798569472003_0.jpg	little_or_no_damage
hurricane_maria	923775958292750336_0	data_image/hurricane_maria/27_10_2017/923775958292750336_0.jpg	severe_damage
hurricane_irma	909752461694513153_0	data_image/hurricane_irma/18_9_2017/909752461694513153_0.jpg	little_or_no_damage
mexico_earthquake	912048104651788289_2	data_image/mexico_earthquake/24_9_2017/912048104651788289_2.jpg	little_or_no_damage
hurricane_maria	911530140546375680_0	data_image/hurricane_maria/23_9_2017/911530140546375680_0.jpg	severe_damage
mexico_earthquake	914159056201424896_0	data_image/mexico_earthquake/30_9_2017/914159056201424896_0.jpg	severe_damage
california_wildfires	918358890302947328_0	data_image/california_wildfires/12_10_2017/918358890302947328_0.jpg	severe_damage
hurricane_harvey	905631992183635968_0	data_image/hurricane_harvey/7_9_2017/905631992183635968_0.jpg	severe_damage
hurricane_maria	912075698617102340_1	data_image/hurricane_maria/24_9_2017/912075698617102340_1.jpg	severe_damage
hurricane_harvey	905545403386527745_0	data_image/hurricane_harvey/6_9_2017/905545403386527745_0.jpg	mild_damage
california_wildfires	923649563746897920_1	data_image/california_wildfires/26_10_2017/923649563746897920_1.jpg	severe_damage
mexico_earthquake	910609555821858816_0	data_image/mexico_earthquake/20_9_2017/910609555821858816_0.jpg	severe_damage
hurricane_harvey	907307110307962885_0	data_image/hurricane_harvey/11_9_2017/907307110307962885_0.jpg	mild_damage
hurricane_irma	909401980266860544_0	data_image/hurricane_irma/17_9_2017/909401980266860544_0.jpg	severe_damage
iraq_iran_earthquake	930116130496167936_0	data_image/iraq_iran_earthquake/13_11_2017/930116130496167936_0.jpg	severe_damage
hurricane_maria	911784420734115840_3	data_image/hurricane_maria/24_9_2017/911784420734115840_3.jpg	severe_damage
hurricane_maria	911650692368158721_2	data_image/hurricane_maria/23_9_2017/911650692368158721_2.jpg	severe_damage
iraq_iran_earthquake	930023131309395968_0	data_image/iraq_iran_earthquake/13_11_2017/930023131309395968_0.jpg	severe_damage
hurricane_harvey	901776320232701953_0	data_image/hurricane_harvey/27_8_2017/901776320232701953_0.jpg	mild_damage
hurricane_irma	910110509852184576_0	data_image/hurricane_irma/19_9_2017/910110509852184576_0.jpg	little_or_no_damage
mexico_earthquake	914952139209891852_3	data_image/mexico_earthquake/2_10_2017/914952139209891852_3.jpg	severe_damage
hurricane_irma	905739963706302464_0	data_image/hurricane_irma/7_9_2017/905739963706302464_0.jpg	little_or_no_damage
hurricane_maria	923466082358263808_0	data_image/hurricane_maria/26_10_2017/923466082358263808_0.jpg	little_or_no_damage
hurricane_harvey	905534245178880001_0	data_image/hurricane_harvey/6_9_2017/905534245178880001_0.jpg	little_or_no_damage
hurricane_harvey	904389811854823426_0	data_image/hurricane_harvey/3_9_2017/904389811854823426_0.jpg	mild_damage
california_wildfires	919827031562510336_0	data_image/california_wildfires/16_10_2017/919827031562510336_0.jpg	severe_damage
hurricane_irma	909885589817843714_0	data_image/hurricane_irma/18_9_2017/909885589817843714_0.jpg	mild_damage
hurricane_harvey	907413526175784960_0	data_image/hurricane_harvey/12_9_2017/907413526175784960_0.jpg	severe_damage
hurricane_irma	909822717574238208_0	data_image/hurricane_irma/18_9_2017/909822717574238208_0.jpg	little_or_no_damage
mexico_earthquake	910745969163161600_0	data_image/mexico_earthquake/21_9_2017/910745969163161600_0.jpg	severe_damage
hurricane_irma	909438423068495872_1	data_image/hurricane_irma/17_9_2017/909438423068495872_1.jpg	severe_damage
hurricane_irma	909741634287411203_0	data_image/hurricane_irma/18_9_2017/909741634287411203_0.jpg	mild_damage
hurricane_harvey	906281016125341696_0	data_image/hurricane_harvey/8_9_2017/906281016125341696_0.jpg	severe_damage
hurricane_maria	910608639186100224_0	data_image/hurricane_maria/20_9_2017/910608639186100224_0.jpg	severe_damage
hurricane_irma	909397777792118784_0	data_image/hurricane_irma/17_9_2017/909397777792118784_0.jpg	little_or_no_damage
hurricane_harvey	907638987438874624_0	data_image/hurricane_harvey/12_9_2017/907638987438874624_0.jpg	little_or_no_damage
hurricane_irma	910141454688948224_0	data_image/hurricane_irma/19_9_2017/910141454688948224_0.jpg	severe_damage
hurricane_irma	910222049569673216_0	data_image/hurricane_irma/19_9_2017/910222049569673216_0.jpg	severe_damage
hurricane_maria	911554774008500224_0	data_image/hurricane_maria/23_9_2017/911554774008500224_0.jpg	severe_damage
california_wildfires	917793137925459968_0	data_image/california_wildfires/10_10_2017/917793137925459968_0.jpg	severe_damage
hurricane_maria	913501170173337600_0	data_image/hurricane_maria/28_9_2017/913501170173337600_0.jpg	severe_damage
hurricane_irma	910112013703172097_0	data_image/hurricane_irma/19_9_2017/910112013703172097_0.jpg	mild_damage
hurricane_maria	928972399139344384_0	data_image/hurricane_maria/10_11_2017/928972399139344384_0.jpg	severe_damage
hurricane_harvey	908752539847446529_0	data_image/hurricane_harvey/15_9_2017/908752539847446529_0.jpg	mild_damage
hurricane_irma	909811915987267585_0	data_image/hurricane_irma/18_9_2017/909811915987267585_0.jpg	little_or_no_damage
hurricane_harvey	906873987413749760_0	data_image/hurricane_harvey/10_9_2017/906873987413749760_0.jpg	severe_damage
mexico_earthquake	911801561780699137_0	data_image/mexico_earthquake/24_9_2017/911801561780699137_0.jpg	severe_damage
california_wildfires	921396519386927105_0	data_image/california_wildfires/20_10_2017/921396519386927105_0.jpg	severe_damage
hurricane_harvey	907662875505811456_0	data_image/hurricane_harvey/12_9_2017/907662875505811456_0.jpg	severe_damage
hurricane_harvey	904669405585457152_0	data_image/hurricane_harvey/4_9_2017/904669405585457152_0.jpg	mild_damage
hurricane_irma	910218229397602304_0	data_image/hurricane_irma/19_9_2017/910218229397602304_0.jpg	severe_damage
hurricane_maria	913788509684629504_0	data_image/hurricane_maria/29_9_2017/913788509684629504_0.jpg	severe_damage
hurricane_maria	911671137511276547_0	data_image/hurricane_maria/23_9_2017/911671137511276547_0.jpg	severe_damage
hurricane_irma	909935691752144896_0	data_image/hurricane_irma/19_9_2017/909935691752144896_0.jpg	severe_damage
hurricane_irma	910247213900730368_0	data_image/hurricane_irma/19_9_2017/910247213900730368_0.jpg	mild_damage
srilanka_floods	870349300185706496_0	data_image/srilanka_floods/1_6_2017/870349300185706496_0.jpg	mild_damage
california_wildfires	920838173370077192_0	data_image/california_wildfires/19_10_2017/920838173370077192_0.jpg	severe_damage
hurricane_irma	909890256299745280_1	data_image/hurricane_irma/18_9_2017/909890256299745280_1.jpg	mild_damage
california_wildfires	920104629094010880_0	data_image/california_wildfires/17_10_2017/920104629094010880_0.jpg	severe_damage
hurricane_harvey	905852980376866816_1	data_image/hurricane_harvey/7_9_2017/905852980376866816_1.jpg	mild_damage
california_wildfires	922987937003921413_0	data_image/california_wildfires/25_10_2017/922987937003921413_0.jpg	severe_damage
hurricane_harvey	904299302683631616_0	data_image/hurricane_harvey/3_9_2017/904299302683631616_0.jpg	severe_damage
hurricane_maria	922955907474042880_0	data_image/hurricane_maria/24_10_2017/922955907474042880_0.jpg	severe_damage
hurricane_harvey	909945268145197059_0	data_image/hurricane_harvey/19_9_2017/909945268145197059_0.jpg	severe_damage
california_wildfires	918353491453558784_0	data_image/california_wildfires/12_10_2017/918353491453558784_0.jpg	severe_damage
hurricane_irma	909854852603367424_0	data_image/hurricane_irma/18_9_2017/909854852603367424_0.jpg	mild_damage
hurricane_maria	922675551835508736_0	data_image/hurricane_maria/24_10_2017/922675551835508736_0.jpg	little_or_no_damage
hurricane_maria	912114770710581248_0	data_image/hurricane_maria/25_9_2017/912114770710581248_0.jpg	mild_damage
hurricane_irma	910144212288589825_0	data_image/hurricane_irma/19_9_2017/910144212288589825_0.jpg	mild_damage
california_wildfires	917842724551667712_0	data_image/california_wildfires/10_10_2017/917842724551667712_0.jpg	severe_damage
california_wildfires	919955764231278592_0	data_image/california_wildfires/16_10_2017/919955764231278592_0.jpg	severe_damage
california_wildfires	921692663195111424_0	data_image/california_wildfires/21_10_2017/921692663195111424_0.jpg	severe_damage
mexico_earthquake	910614931262681089_0	data_image/mexico_earthquake/20_9_2017/910614931262681089_0.jpg	mild_damage
hurricane_harvey	907150052250058752_0	data_image/hurricane_harvey/11_9_2017/907150052250058752_0.jpg	severe_damage
hurricane_irma	909814108610072577_0	data_image/hurricane_irma/18_9_2017/909814108610072577_0.jpg	mild_damage
iraq_iran_earthquake	930401945516462080_0	data_image/iraq_iran_earthquake/14_11_2017/930401945516462080_0.jpg	little_or_no_damage
hurricane_harvey	901813758690902017_0	data_image/hurricane_harvey/27_8_2017/901813758690902017_0.jpg	severe_damage
hurricane_harvey	904248225703616512_0	data_image/hurricane_harvey/3_9_2017/904248225703616512_0.jpg	severe_damage
hurricane_harvey	906598440360083456_0	data_image/hurricane_harvey/9_9_2017/906598440360083456_0.jpg	mild_damage
hurricane_irma	910099384913862656_0	data_image/hurricane_irma/19_9_2017/910099384913862656_0.jpg	severe_damage
hurricane_harvey	905315238769299456_0	data_image/hurricane_harvey/6_9_2017/905315238769299456_0.jpg	mild_damage
hurricane_irma	909946398300409856_0	data_image/hurricane_irma/19_9_2017/909946398300409856_0.jpg	mild_damage
hurricane_irma	909963325944901633_0	data_image/hurricane_irma/19_9_2017/909963325944901633_0.jpg	little_or_no_damage
hurricane_maria	915251009227776001_1	data_image/hurricane_maria/3_10_2017/915251009227776001_1.jpg	mild_damage
hurricane_maria	913131967167778816_0	data_image/hurricane_maria/27_9_2017/913131967167778816_0.jpg	severe_damage
hurricane_irma	909380916828606464_0	data_image/hurricane_irma/17_9_2017/909380916828606464_0.jpg	severe_damage
hurricane_maria	910534109553979392_2	data_image/hurricane_maria/20_9_2017/910534109553979392_2.jpg	severe_damage
mexico_earthquake	913965634437992448_0	data_image/mexico_earthquake/30_9_2017/913965634437992448_0.jpg	severe_damage
hurricane_irma	909720914098565121_0	data_image/hurricane_irma/18_9_2017/909720914098565121_0.jpg	mild_damage
hurricane_irma	905675466492837888_0	data_image/hurricane_irma/7_9_2017/905675466492837888_0.jpg	little_or_no_damage
hurricane_harvey	908130612225167360_0	data_image/hurricane_harvey/14_9_2017/908130612225167360_0.jpg	little_or_no_damage
hurricane_irma	910260829324324864_0	data_image/hurricane_irma/19_9_2017/910260829324324864_0.jpg	little_or_no_damage
hurricane_maria	912400505116266499_0	data_image/hurricane_maria/25_9_2017/912400505116266499_0.jpg	mild_damage
hurricane_harvey	901701705909231616_0	data_image/hurricane_harvey/27_8_2017/901701705909231616_0.jpg	mild_damage
hurricane_harvey	905900370412441600_0	data_image/hurricane_harvey/7_9_2017/905900370412441600_0.jpg	mild_damage
hurricane_maria	913051514419269632_1	data_image/hurricane_maria/27_9_2017/913051514419269632_1.jpg	severe_damage
mexico_earthquake	910670548191010817_0	data_image/mexico_earthquake/21_9_2017/910670548191010817_0.jpg	severe_damage
hurricane_harvey	907051596810379264_0	data_image/hurricane_harvey/11_9_2017/907051596810379264_0.jpg	mild_damage
hurricane_maria	921422259897733122_0	data_image/hurricane_maria/20_10_2017/921422259897733122_0.jpg	severe_damage
hurricane_irma	909440826933223425_0	data_image/hurricane_irma/17_9_2017/909440826933223425_0.jpg	severe_damage
hurricane_irma	905721072250736640_0	data_image/hurricane_irma/7_9_2017/905721072250736640_0.jpg	severe_damage
hurricane_irma	909479261748305921_0	data_image/hurricane_irma/17_9_2017/909479261748305921_0.jpg	severe_damage
hurricane_irma	909423323229990914_0	data_image/hurricane_irma/17_9_2017/909423323229990914_0.jpg	severe_damage
hurricane_maria	913929309211041792_0	data_image/hurricane_maria/30_9_2017/913929309211041792_0.jpg	severe_damage
mexico_earthquake	910679991599460352_0	data_image/mexico_earthquake/21_9_2017/910679991599460352_0.jpg	mild_damage
hurricane_harvey	901646074527535105_2	data_image/hurricane_harvey/27_8_2017/901646074527535105_2.jpg	severe_damage
hurricane_irma	910170234492981248_0	data_image/hurricane_irma/19_9_2017/910170234492981248_0.jpg	severe_damage
california_wildfires	919691857986166785_0	data_image/california_wildfires/15_10_2017/919691857986166785_0.jpg	severe_damage
hurricane_harvey	901684409182638080_0	data_image/hurricane_harvey/27_8_2017/901684409182638080_0.jpg	severe_damage
mexico_earthquake	910525324856823813_0	data_image/mexico_earthquake/20_9_2017/910525324856823813_0.jpg	severe_damage
california_wildfires	918020878633332736_0	data_image/california_wildfires/11_10_2017/918020878633332736_0.jpg	severe_damage
hurricane_harvey	909915400724516867_0	data_image/hurricane_harvey/18_9_2017/909915400724516867_0.jpg	severe_damage
hurricane_harvey	904787823181520896_0	data_image/hurricane_harvey/4_9_2017/904787823181520896_0.jpg	severe_damage
hurricane_harvey	906174963945799680_0	data_image/hurricane_harvey/8_9_2017/906174963945799680_0.jpg	severe_damage
california_wildfires	921372419503415296_0	data_image/california_wildfires/20_10_2017/921372419503415296_0.jpg	severe_damage
hurricane_irma	909768110730809345_2	data_image/hurricane_irma/18_9_2017/909768110730809345_2.jpg	severe_damage
hurricane_harvey	904713943653818368_0	data_image/hurricane_harvey/4_9_2017/904713943653818368_0.jpg	mild_damage
hurricane_harvey	901813738365493248_0	data_image/hurricane_harvey/27_8_2017/901813738365493248_0.jpg	severe_damage
hurricane_harvey	905360530591944705_0	data_image/hurricane_harvey/6_9_2017/905360530591944705_0.jpg	severe_damage
hurricane_irma	909480878895779840_0	data_image/hurricane_irma/17_9_2017/909480878895779840_0.jpg	little_or_no_damage
hurricane_harvey	904764207605874688_0	data_image/hurricane_harvey/4_9_2017/904764207605874688_0.jpg	severe_damage
hurricane_harvey	904257943805333505_0	data_image/hurricane_harvey/3_9_2017/904257943805333505_0.jpg	mild_damage
mexico_earthquake	910653901539594240_0	data_image/mexico_earthquake/20_9_2017/910653901539594240_0.jpg	severe_damage
hurricane_irma	910244526392008704_0	data_image/hurricane_irma/19_9_2017/910244526392008704_0.jpg	little_or_no_damage
hurricane_harvey	908015967455850497_0	data_image/hurricane_harvey/13_9_2017/908015967455850497_0.jpg	severe_damage
hurricane_maria	911742118787469312_0	data_image/hurricane_maria/24_9_2017/911742118787469312_0.jpg	mild_damage
california_wildfires	920131252602142720_0	data_image/california_wildfires/17_10_2017/920131252602142720_0.jpg	severe_damage
hurricane_maria	916045452272947200_0	data_image/hurricane_maria/5_10_2017/916045452272947200_0.jpg	severe_damage
california_wildfires	919580937184260098_0	data_image/california_wildfires/15_10_2017/919580937184260098_0.jpg	little_or_no_damage
hurricane_maria	921368676036575233_0	data_image/hurricane_maria/20_10_2017/921368676036575233_0.jpg	severe_damage
hurricane_irma	909384460285526016_0	data_image/hurricane_irma/17_9_2017/909384460285526016_0.jpg	severe_damage
hurricane_irma	905636651447328768_1	data_image/hurricane_irma/7_9_2017/905636651447328768_1.jpg	mild_damage
hurricane_harvey	909220520461180928_0	data_image/hurricane_harvey/17_9_2017/909220520461180928_0.jpg	little_or_no_damage
hurricane_irma	909780778011316224_0	data_image/hurricane_irma/18_9_2017/909780778011316224_0.jpg	severe_damage
california_wildfires	922569327034769408_0	data_image/california_wildfires/23_10_2017/922569327034769408_0.jpg	severe_damage
hurricane_maria	914175778157363200_0	data_image/hurricane_maria/30_9_2017/914175778157363200_0.jpg	severe_damage
hurricane_irma	905761884808335361_0	data_image/hurricane_irma/7_9_2017/905761884808335361_0.jpg	severe_damage
mexico_earthquake	912466253150851073_0	data_image/mexico_earthquake/25_9_2017/912466253150851073_0.jpg	severe_damage
hurricane_harvey	904287382207434752_0	data_image/hurricane_harvey/3_9_2017/904287382207434752_0.jpg	severe_damage
hurricane_harvey	906028713480937473_0	data_image/hurricane_harvey/8_9_2017/906028713480937473_0.jpg	severe_damage
hurricane_maria	913373637130022914_0	data_image/hurricane_maria/28_9_2017/913373637130022914_0.jpg	severe_damage
hurricane_harvey	906048371714084864_0	data_image/hurricane_harvey/8_9_2017/906048371714084864_0.jpg	severe_damage
hurricane_maria	914262901350961153_0	data_image/hurricane_maria/30_9_2017/914262901350961153_0.jpg	mild_damage
california_wildfires	917994406732615681_0	data_image/california_wildfires/11_10_2017/917994406732615681_0.jpg	mild_damage
srilanka_floods	870114879541137408_0	data_image/srilanka_floods/1_6_2017/870114879541137408_0.jpg	little_or_no_damage
